name,link,monWT,tueWT,wedWT,thuWT,friWT,satWT,sunWT,avgBill,rating,rateAmount,address,distMetro,metro,photoAmount,menuPositions,reviewsAmount,cuisine,tablesAmount,phoneListed,reservationButton,categories,name_repeats,lat,lon,metro_m^2
Selfie,https://yandex.ru/maps/org/selfie/143870666133/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,5000-5000,4.9,5235.0,"Москва, Новинский бул., 31",370 м,Баррикадная,527.0,102,2251.0,"русская, авторская, фьюжн",,True,True,Ресторан,1,55.75783,37.58252,
Семифреддо,https://yandex.ru/maps/org/semifreddo/1072187769/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,7000-7500,4.9,2572.0,"Москва, ул. Тимура Фрунзе, 11, стр. 55",620 м,Парк культуры,248.0,25,803.0,"европейская, итальянская, авторская, морская, рыбная",70–100,True,False,"Ресторан, Рыба и морепродукты, Бар",1,55.73515,37.586643,
Северяне,https://yandex.ru/maps/org/severyane/206562056886/,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–01:00,09:00–01:00,09:00–00:00,2000-4000,4.9,5406.0,"Москва, Большая Никитская ул., 12",680 м,Библиотека им. Ленина,505.0,69,2342.0,"европейская, русская, французская, авторская, смешанная",16–22,True,False,Ресторан,1,55.756513,37.60646,
Шарманка,https://yandex.ru/maps/org/sharmanka/1030202624/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,1500-2500,4.4,1887.0,"Москва, Авиамоторная ул., 33",269 м,Авиамоторная,126.0,185,779.0,"грузинская, европейская, кавказская, русская, азербайджанская",,True,False,"Ресторан, Банкетный зал, Кафе",1,55.756655,37.716683,269823.0
Шварцкайзер,https://yandex.ru/maps/org/shvartskayzer/56637697398/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,1000-1500,4.7,1374.0,"Москва, Щербаковская ул., 35",770 м,Семёновская,74.0,53,672.0,"европейская, русская, авторская",до 16,True,False,"Ресторан, Паб, Бар",7,55.782871,37.729619,
Сирена,https://yandex.ru/maps/org/sirena/109385654265/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,5000,4.9,1708.0,"Москва, Большая Спасская ул., 15, стр. 4",750 м,Сухаревская,192.0,49,727.0,"европейская, русская, авторская, морская, рыбная, мясная",16–40,True,False,"Ресторан, Кейтеринг",1,55.774836,37.639572,
Сочный Вертел,https://yandex.ru/maps/org/sochny_vertel/107546252048/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,240-400,5.0,521.0,"Москва, Солдатская ул., 10, корп. 2",115 м,Лефортово,34.0,24,405.0,,3–14,True,False,"Быстрое питание, Ресторан, Кафе",2,55.76407,37.703478,269823.0
Сокровища морей,https://yandex.ru/maps/org/sokrovishcha_morey/42752340080/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–01:00,10:00–01:00,10:00–23:00,,4.9,150.0,"Москва, Новорязанская ул., 23, стр. 1",310 м,Комсомольская,86.0,52,97.0,,,True,False,"Быстрое питание, Рыба и морепродукты, Ресторан",2,55.77271,37.663324,
Сокровища морей,https://yandex.ru/maps/org/sokrovishcha_morey/92092499073/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–02:00,10:00–02:00,10:00–23:00,,4.9,227.0,"Москва, Лесная ул., 20, стр. 3",440 м,Менделеевская,195.0,0,178.0,,,True,False,"Рыба и морепродукты, Фудкорт, Алкогольные напитки, Магазин продуктов, Ресторан",2,55.780218,37.593084,
Старик и море,https://yandex.ru/maps/org/starik_i_more/217038932945/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,1000-1500,4.8,1204.0,"Москва, 2-я Брестская ул., 48",174 м,Белорусская,600.0,70,720.0,"европейская, американская, паназиатская, морская, рыбная",,True,False,Ресторан,2,55.774968,37.584712,
Старик и море,https://yandex.ru/maps/org/starik_i_more/44614948367/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,1000-1500,5.0,16912.0,"Москва, Чистопрудный бул., 12А, стр. 1",640 м,Чистые пруды,1569.0,68,8170.0,"европейская, американская, паназиатская, морская, рыбная",,True,False,Ресторан,2,55.760515,37.643579,
Сыроварня,https://yandex.ru/maps/org/syrovarnya/191911335353/,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,2500,4.9,5594.0,"Москва, ул. Крымский Вал, 9, стр. 1",530 м,Октябрьская,120.0,190,2684.0,итальянская,от 99,True,True,Ресторан,12,55.731353,37.604646,
Тануки,https://yandex.ru/maps/org/tanuki/178910355526/,,,,,,,,,4.9,5974.0,"Москва, ул. Земляной Вал, 26, стр. 1",143 м,Курская,999.0,304,3578.0,,,True,False,"Ресторан, Суши-бар",37,55.758119,37.657161,
Таёжный,https://yandex.ru/maps/org/tayozhny/1089028263/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,1500-2500,4.4,756.0,"Москва, Красноказарменная ул., 16",400 м,Авиамоторная,165.0,105,328.0,"европейская, русская, рыбная, сибирская",,True,False,Ресторан,1,55.753205,37.710746,269823.0
The Black Swan,https://yandex.ru/maps/org/the_black_swan/45273873544/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–06:00,12:00–06:00,12:00–00:00,3500-5000,5.0,15426.0,"Москва, ул. Солянка, 1/2с1",181 м,Китай-город,1675.0,103,6050.0,"европейская, ирландская, смешанная",,True,False,"Ресторан, Кафе, Бар",1,55.754031,37.637524,
The Бык,https://yandex.ru/maps/org/the_byk/162602860938/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,700-1700,5.0,14147.0,"Москва, Душинская ул., 14","1,16 км",Авиамоторная,1271.0,120,7290.0,мясная,,True,False,"Ресторан, Кафе, Бар",15,55.746314,37.704448,269823.0
The Nappe Bistro,https://yandex.ru/maps/org/the_nappe_bistro/116173046380/,07:30–00:00,07:30–00:00,07:30–00:00,07:30–00:00,07:30–00:00,07:30–00:00,07:30–00:00,1500-5000,4.7,2876.0,"Москва, Скатертный пер., 13",850 м,Арбатская,490.0,22,1551.0,"европейская, итальянская, русская, смешанная",12–16,True,False,"Ресторан, Пиццерия, Кафе",1,55.755814,37.594602,
The Pivo,https://yandex.ru/maps/org/the_pivo/61548110765/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,,5.0,11443.0,"Москва, Сокольническая площадь, 9",129 м,Сокольники,524.0,95,8506.0,,,True,False,"Ресторан, Бар",4,55.790448,37.680517,
The Жарим По-грузински,https://yandex.ru/maps/org/the_zharim_po_gruzinski/73617394578/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,800-1200,5.0,2496.0,"Москва, Камергерский пер., 6/5с3",350 м,Охотный Ряд,534.0,60,1891.0,"грузинская, европейская, итальянская, кавказская, средиземноморская, шашлык",50–55,True,False,"Ресторан, Кафе, Бар",1,55.759952,37.614105,
Ткемали,https://yandex.ru/maps/org/tkemali/235255021665/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–01:00,12:00–01:00,12:00–00:00,1500-2000,4.8,4016.0,"Москва, Новая площадь, 8, стр. 2",83 м,Лубянка,178.0,147,1941.0,"грузинская, европейская, кавказская, русская",,True,False,"Ресторан, Кафе",3,55.758088,37.626681,
Токио Рамен,https://yandex.ru/maps/org/tokio_ramen/136989232509/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,400-600,4.7,1024.0,"Москва, Семёновская площадь, 1",62 м,Семёновская,115.0,76,664.0,,,True,False,"Кафе, Ресторан, Быстрое питание",3,55.782744,37.720816,
Tokyo,https://yandex.ru/maps/org/tokyo/83330029544/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,,4.7,1916.0,"Москва, Большая Никитская ул., 22/2",820 м,Арбатская,486.0,62,931.0,японская,,True,True,"Ресторан, Паб, Бар",1,55.757111,37.603109,
Torro Grill,https://yandex.ru/maps/org/torro_grill/1043875391/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1300-1300,4.9,5232.0,"Москва, 3-й Крутицкий пер., 11",131 м,Пролетарская,329.0,72,2256.0,"европейская, американская, кавказская, мясная, смешанная",,True,False,"Ресторан, Бар",2,55.731257,37.66601,
Torro Grill,https://yandex.ru/maps/org/torro_grill/166262304025/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-2500,4.8,1221.0,"Москва, ул. Земляной Вал, 33",119 м,Курская,203.0,72,578.0,"европейская, американская, мясная, смешанная",,True,False,"Ресторан, Бар",2,55.757339,37.659173,
Torro Grill Steaks & Burgers,https://yandex.ru/maps/org/torro_grill_steaks_burgers/1080507171/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–01:00,12:00–01:00,12:00–00:00,1500-2000,4.9,11194.0,"Москва, Лесная ул., 5, стр. Б",71 м,Белорусская,682.0,72,4416.0,"европейская, американская, русская, мясная",,True,False,"Ресторан, Бар",1,55.778193,37.586796,
Тот Ещё Гусь,https://yandex.ru/maps/org/tot_yeshchyo_gus/240625638253/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–01:00,13:00–00:00,14:00–23:00,650,4.7,1000.0,"Москва, Валовая ул., 26",530 м,Павелецкая,338.0,53,468.0,"европейская, фьюжн, французская, континентальная, молекулярная, средиземноморская",,True,False,"Ресторан, Кафе, Бар",1,55.730639,37.62819,
Трактир Лефортово,https://yandex.ru/maps/org/traktir_lefortovo/1070214065/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,1500-1500,4.4,1216.0,"Москва, Энергетическая ул., 22",262 м,Авиамоторная,91.0,72,545.0,"европейская, русская",,True,False,"Кафе, Ресторан, Бар",1,55.756452,37.715534,269823.0
Три перца,https://yandex.ru/maps/org/tri_pertsa/1327243305/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,1000-2000,4.5,2523.0,"Москва, Зелёный просп., 45/31",810 м,Перово,87.0,0,1100.0,европейская,,True,False,"Бар, Ресторан, Кафе",1,55.754117,37.799463,246370.0
True Cost,https://yandex.ru/maps/org/true_cost/107315972970/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–05:00,12:00–05:00,12:00–00:00,,5.0,1424.0,"Москва, Преображенская площадь, 8",124 м,Преображенская площадь,281.0,325,1051.0,,,True,False,"Ресторан, Кафе, Бар",9,55.794887,37.712812,
True Cost,https://yandex.ru/maps/org/true_cost/119762789277/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–05:00,12:00–05:00,12:00–00:00,,4.7,6341.0,"Москва, Таганская площадь, 12, стр. 5",75 м,Таганская,515.0,319,3351.0,,,True,False,"Ресторан, Кафе, Бар",9,55.740193,37.654116,
True Cost,https://yandex.ru/maps/org/true_cost/1342773323/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–05:00,12:00–05:00,12:00–00:00,1500-2000,4.8,3565.0,"Москва, Рочдельская ул., 15, стр. 8",960 м,Улица 1905 года,394.0,326,1708.0,"европейская, авторская, рыбная",,True,False,"Ресторан, Кафе, Бар",9,55.756873,37.564895,
True Cost,https://yandex.ru/maps/org/true_cost/245382225361/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–05:00,12:00–05:00,12:00–00:00,1000-2000,4.8,5435.0,"Москва, ул. Большая Дмитровка, 13",470 м,Охотный Ряд,416.0,327,2801.0,"европейская, авторская",,True,False,"Ресторан, Кафе, Бар",9,55.762348,37.613323,
True Cost,https://yandex.ru/maps/org/true_cost/8737096650/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–05:00,12:00–05:00,12:00–00:00,1000-1500,4.7,7546.0,"Москва, Славянская площадь, 2",121 м,Китай-город,337.0,309,3379.0,"европейская, русская, авторская, смешанная",,True,False,"Ресторан, Кафе, Бар",9,55.753038,37.635009,
ЦДЛ,https://yandex.ru/maps/org/tsdl/179370205268/,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,12:00–00:00,12:00–00:00,2500,4.9,4229.0,"Москва, Поварская ул., 50/53с1",760 м,Баррикадная,514.0,70,1674.0,"европейская, русская, домашняя",,True,False,Ресторан,1,55.75746,37.587254,
Центральный рынок,https://yandex.ru/maps/org/tsentralny_rynok/87526896222/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–00:00,10:00–00:00,10:00–23:00,1000-1500,4.9,40762.0,"Москва, Рождественский бул., 1",248 м,Трубная,549.0,11,12745.0,"европейская, американская, китайская, итальянская, кавказская, корейская, мексиканская, тайская, русская, японская, восточная, авторская, азиатская, аргентинская, домашняя, еврейская, международная, морская, мясная, рыбная, смешанная, национальная, шашлык, вьетнамская, халяльная, постная, дагестанская, грузинская, восточно-европейская, индийская",до 150,True,False,"Ресторан, Кафе, Бар",1,55.766749,37.624211,
Турандот,https://yandex.ru/maps/org/turandot/1106897219/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,4000,4.9,10877.0,"Москва, Тверской бул., 26",139 м,Пушкинская,591.0,97,4363.0,"китайская, паназиатская, японская, восточная, азиатская",,True,False,"Ресторан, Банкетный зал",1,55.763133,37.604484,
Tutta la Vita,https://yandex.ru/maps/org/tutta_la_vita/1785635541/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,1500-2000,4.6,5702.0,"Москва, ул. Большая Ордынка, 20, стр. 7",101 м,Третьяковская,336.0,131,2817.0,"европейская, итальянская, русская, авторская, домашняя, международная, морская, мясная, рыбная, смешанная, национальная, шашлык",,True,False,"Ресторан, Пиццерия, Кафе",1,55.741064,37.624588,
Ugolёk,https://yandex.ru/maps/org/ugolyok/1390614767/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–02:00,09:00–02:00,09:00–00:00,3000-4000,4.9,8862.0,"Москва, Большая Никитская ул., 12",660 м,Библиотека им. Ленина,901.0,80,3487.0,"европейская, итальянская, авторская",,True,False,"Ресторан, Бар",1,55.756513,37.60646,
Урюк,https://yandex.ru/maps/org/uryuk/93643677651/,11:30–00:00,11:30–00:00,11:30–00:00,11:30–00:00,11:30–03:00,11:30–03:00,11:30–00:00,1000-2000,4.7,4081.0,"Москва, Семёновская площадь, 2",182 м,Семёновская,313.0,206,1890.0,"грузинская, европейская, итальянская, узбекская, восточная, японская",,True,False,"Ресторан, Доставка еды и обедов",8,55.781782,37.719477,
Вилла Паста,https://yandex.ru/maps/org/villa_pasta/1404670525/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,1500-1800,4.6,6681.0,"Москва, Пятницкая ул., 26",110 м,Третьяковская,442.0,139,3195.0,"европейская, итальянская, международная, морская, мясная, рыбная, средиземноморская, национальная, шашлык",50–60,True,False,"Ресторан, Пиццерия, Кафе",2,55.740973,37.62819,
Вкус и Лосось,https://yandex.ru/maps/org/vkus_i_losos/215157852330/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,,5.0,277.0,"Москва, Амурская ул., 2А, корп. 1",700 м,Локомотив,24.0,30,217.0,,,True,False,"Суши-бар, Магазин азиатских продуктов, Магазин суши и роллов, Ресторан, Кафе",2,55.805735,37.753802,258462.0
Вкус и лосось,https://yandex.ru/maps/org/vkus_i_losos/36822757481/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.8,283.0,"Москва, ул. Крузенштерна, 10, корп. 1",970 м,Авиамоторная,38.0,30,204.0,,,True,False,"Суши-бар, Магазин азиатских продуктов, Магазин суши и роллов, Ресторан, Кафе",4,55.751447,37.703775,269823.0
Восход,https://yandex.ru/maps/org/voskhod/131115614953/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,2000-3000,4.8,6350.0,"Москва, ул. Варварка, 6, стр. 7",600 м,Китай-город,644.0,58,3012.0,"грузинская, европейская, кавказская, русская, узбекская, украинская, армянская, славянских народов, национальная",,True,False,Ресторан,1,55.750464,37.62722,
We Cidreria,https://yandex.ru/maps/org/we_cidreria/80377689687/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,600-800,5.0,5581.0,"Москва, Благовещенский пер., 5",244 м,Маяковская,114.0,0,2633.0,"итальянская, испанская, французская, авторская, латиноамериканская, смешанная",,True,True,"Ресторан, Кафе",3,55.767919,37.598555,
Bb Grill,https://yandex.ru/maps/org/bb_grill/1164197647/,,,,,,,,1500-2500,4.7,1885.0,"Москва, Семёновская площадь, 1",53 м,Семёновская,211.0,76,961.0,"европейская, американская, мясная",,True,True,Ресторан,2,55.782744,37.720816,
Франклинс Бургер,https://yandex.ru/maps/org/franklins_burger/12028996218/,10:00–22:30,10:00–22:30,10:00–22:30,10:00–22:30,10:00–22:30,10:00–22:30,10:00–22:30,,5.0,369.0,"Москва, 7-я Кожуховская ул., 9",241 м,Дубровка,88.0,82,272.0,американская,,True,False,"Быстрое питание, Ресторан",6,55.710692,37.675109,
Франклинс бургер,https://yandex.ru/maps/org/franklins_burger/130492575850/,10:00–22:30,10:00–22:30,10:00–22:30,10:00–22:30,10:00–22:30,10:00–22:30,10:00–22:30,,4.4,284.0,"Москва, Рязанский просп., 2, корп. 2",24 м,Нижегородская,57.0,82,176.0,американская,,True,False,Ресторан,5,55.729873,37.730437,
Франклинс Бургер,https://yandex.ru/maps/org/franklins_burger/171590786084/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,200-400,4.3,696.0,"Москва, Семёновская площадь, 1",66 м,Семёновская,76.0,82,362.0,американская,,True,False,Ресторан,6,55.782744,37.720816,
Франклинс Бургер,https://yandex.ru/maps/org/franklins_burger/71074824825/,10:00–22:30,10:00–22:30,10:00–22:30,10:00–22:30,10:00–22:30,10:00–22:30,10:00–22:30,,4.4,399.0,"Москва, ш. Энтузиастов, 12, корп. 2",910 м,Авиамоторная,100.0,82,254.0,американская,,True,False,Ресторан,6,55.747368,37.707107,269823.0
Космо Бургерс,https://yandex.ru/maps/org/kosmo_burgers/57658935938/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,500-600,4.5,284.0,"Москва, Красноказарменная ул., 17Б",590 м,Авиамоторная,87.0,67,209.0,"европейская, американская, авторская",10,True,False,"Ресторан, Кафе, Быстрое питание",1,55.756442,37.711608,269823.0
Muchachos Taco Bar,https://yandex.ru/maps/org/muchachos_taco_bar/204421283051/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,450-1500,4.9,1012.0,"Москва, 2-я Бауманская ул., 9/23к11Бс1В","1,14 км",Бауманская,404.0,46,786.0,"мексиканская, латиноамериканская",,True,True,"Кафе, Ресторан, Бар",1,55.755819,37.617644,
Smoke BBQ,https://yandex.ru/maps/org/smoke_bbq/228563538814/,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,09:00–00:00,09:00–00:00,09:00–23:00,2000-3500,4.9,6459.0,"Москва, Трубная ул., 18",490 м,Трубная,505.0,0,3068.0,"американская, европейская",,True,False,"Ресторан, Бар",1,55.769504,37.625379,
The Best Burgers,https://yandex.ru/maps/org/the_best_burgers/111886369403/,08:00–20:00,08:00–20:00,08:00–20:00,08:00–20:00,08:00–20:00,08:00–20:00,08:00–20:00,,4.9,64.0,"Москва, ул. Можайский Вал, 10",630 м,Студенческая,47.0,109,47.0,американская,,True,False,"Быстрое питание, Ресторан",4,55.742559,37.554178,
The Best Burgers,https://yandex.ru/maps/org/the_best_burgers/145020096844/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,450-900,4.6,447.0,"Москва, Новослободская ул., 4",49 м,Новослободская,59.0,104,330.0,"европейская, американская",,True,False,"Быстрое питание, Ресторан, Кафе",4,55.779919,37.601771,
Гуд Суши,https://yandex.com/maps/org/good_sushi/210124082278/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,,4.8,1521.0,"Москва, Бауманская ул., 50/12с1",330 м,Бауманская,353.0,159,1195.0,"китайская, японская, азиатская",,True,False,"Суши-бар, Ресторан",2,55.769585,37.678936,
Cihan Turkish Steak and Kebab,https://yandex.ru/maps/org/cihan_turkish_steak_and_kebab/85352065658/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–01:00,12:00–01:00,12:00–00:00,3500-5500,4.8,2909.0,"Москва, ул. Новый Арбат, 21",590 м,Смоленская,486.0,83,1308.0,"турецкая, восточная",,True,True,Ресторан,2,55.751999,37.585413,
Изя Гриль,https://yandex.ru/maps/org/izya_gril/1270745226/,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–02:00,10:00–02:00,10:00–00:00,1500-1500,4.6,6302.0,"Москва, ул. Льва Толстого, 16",650 м,Парк культуры,250.0,77,1984.0,"европейская, китайская, паназиатская, мясная, смешанная",27–35,True,False,"Ресторан, Кафе, Бар",1,55.733974,37.587093,
Кампус,https://yandex.ru/maps/org/kampus/1115802318/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500,4.3,1040.0,"Москва, Первомайская ул., 94",550 м,Первомайская,199.0,44,498.0,"грузинская, европейская, итальянская, кавказская, русская, восточная, авторская, арабская, международная, морская, мясная, рыбная, смешанная, шашлык, восточно-европейская",,True,False,"Ресторан, Бар",1,55.793116,37.808716,253199.0
Шеф Kebab & Steak,https://yandex.ru/maps/org/shef_kebab_steak/73204985408/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,1500-2000,4.5,743.0,"Москва, Щёлковское ш., 75",43 м,Щёлковская,141.0,12,378.0,"турецкая, азербайджанская",от 50,True,False,"Ресторан, Кафе",1,55.810966,37.80108,
Шоколадница,https://yandex.ru/maps/org/shokoladnitsa/44304451142/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,,,,"Москва, Щёлковское ш., 75",43 м,Щёлковская,,364,,,,True,False,"Кофейня, Ресторан",70,55.810966,37.80108,
Швили,https://yandex.ru/maps/org/shvili/55573677108/,,,,,,,,2000-3000,4.9,1137.0,"Москва, Зелёный просп., 81",47 м,Новогиреево,335.0,65,862.0,"грузинская, авторская, домашняя, национальная",13,True,False,Ресторан,7,55.751751,37.820241,232269.0
Steak it easy,https://yandex.ru/maps/org/steak_it_easy/149416528123/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–02:00,11:00–02:00,11:00–00:00,2500-2500,4.8,2801.0,"Москва, ул. Новый Арбат, 21, стр. 2",650 м,Смоленская,29.0,93,1529.0,"европейская, американская, авторская",,True,True,Ресторан,4,55.751573,37.586024,
Steak it easy,https://yandex.ru/maps/org/steak_it_easy/50126805326/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–06:00,11:00–06:00,11:00–00:00,2500-2500,4.9,4203.0,"Москва, Лесная ул., 9",252 м,Белорусская,26.0,108,1982.0,"европейская, американская, авторская, мясная, смешанная",,True,True,Ресторан,4,55.779054,37.588611,
Стейк Хаус Бутчер,https://yandex.ru/maps/org/steyk_khaus_butcher/1038599331/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,5000-7000,4.9,3691.0,"Москва, Лубянский пр., 15, стр. 2",48 м,Китай-город,390.0,10,1569.0,"европейская, американская, авторская, мясная",,True,False,Ресторан,6,55.756538,37.632592,
Стейк Хаус Бутчер,https://yandex.ru/maps/org/steyk_khaus_butcher/1190590178/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,5000-7000,5.0,3917.0,"Москва, Цветной бул., 2",256 м,Трубная,430.0,10,1682.0,"европейская, американская, авторская, мясная",,True,False,Ресторан,6,55.768025,37.623483,
Стейк Хаус Бутчер,https://yandex.ru/maps/org/steyk_khaus_butcher/1227135267/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,5000-7000,5.0,3348.0,"Москва, ул. Малая Дмитровка, 20",670 м,Маяковская,402.0,10,1329.0,"европейская, американская, авторская, мясная",,True,False,Ресторан,6,55.771844,37.605256,
Стейк Хаус Бутчер,https://yandex.ru/maps/org/steyk_khaus_butcher/63055610828/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,5000-7000,5.0,4122.0,"Москва, Садовническая наб., 75",720 м,Павелецкая,415.0,10,1774.0,"европейская, американская, авторская, мясная",,True,False,Ресторан,6,55.736341,37.64065,
Стейк-Хаус Muu,https://yandex.ru/maps/org/steyk_khaus_muu/132781764150/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-2000,4.9,411.0,"Москва, ул. Архитектора Щусева, 2, корп. 1",910 м,ЗИЛ,123.0,95,246.0,"авторская, европейская",4–10,True,False,Ресторан,1,55.699908,37.635296,
Сыроварня,https://yandex.ru/maps/org/syrovarnya/72882558019/,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,1500-2500,4.9,1761.0,"Москва, Щёлковское ш., 75",43 м,Щёлковская,451.0,159,934.0,итальянская,30–36,True,False,"Ресторан, Пиццерия",12,55.810966,37.80108,
Токио Рамен,https://yandex.ru/maps/org/tokio_ramen/53034007014/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,400-600,4.8,461.0,"Москва, Щёлковское ш., 75",43 м,Щёлковская,99.0,74,335.0,"паназиатская, японская, азиатская, мясная, рыбная",7,True,False,"Быстрое питание, Ресторан, Кафе",3,55.810966,37.80108,
Токио Рамен,https://yandex.ru/maps/org/tokio_ramen/91908043432/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.5,351.0,"Москва, Зеленодольская ул., 42",300 м,Кузьминки,100.0,76,248.0,,,True,False,"Кафе, Ресторан, Быстрое питание",3,55.701856,37.764528,250192.0
