name,link,monWT,tueWT,wedWT,thuWT,friWT,satWT,sunWT,avgBill,rating,rateAmount,address,distMetro,metro,photoAmount,menuPositions,reviewsAmount,cuisine,tablesAmount,phoneListed,reservationButton,categories,name_repeats,lat,lon,metro_m^2
Torro grill,https://yandex.ru/maps/org/torro_grill/1132721398/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-1500,4.9,5214.0,"Москва, Летниковская ул., 2, стр. 1",490 м,Павелецкая,280.0,71,2109.0,"европейская, мясная",,True,False,"Ресторан, Бар",1,55.728626,37.6448,
Царица Востока,https://yandex.ru/maps/org/tsaritsa_vostoka/1054651533/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,500-1000,4.6,1196.0,"Москва, Рязанский просп., 24, корп. 1",580 м,Окская,118.0,0,591.0,"грузинская, европейская, кавказская, фьюжн, русская, узбекская, восточная",,True,False,"Ресторан, Караоке-клуб, Кафе",1,55.720961,37.773628,236655.0
Твоя пицца от TanukiFamily,https://yandex.ru/maps/org/tvoya_pitstsa_ot_tanukifamily/176513495258/,,,,,,,,,,,"Москва, Рязанский просп., 12",630 м,Стахановская,,163,,,,False,False,"Ресторан, Кафе",1,55.725245,37.761213,236655.0
Урюк,https://yandex.ru/maps/org/uryuk/163952754392/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–03:00,11:00–03:00,11:00–23:00,,4.6,1759.0,"Москва, Щёлковское ш., 75",43 м,Щёлковская,247.0,206,934.0,"кавказская, узбекская, восточная, авторская, мясная, национальная, шашлык",до 56,True,False,"Ресторан, Доставка еды и обедов, Караоке-клуб",8,55.810966,37.80108,
Вечера на хуторе,https://yandex.ru/maps/org/vechera_na_khutore/1117074306/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,2500-3000,4.5,2664.0,"Москва, Рязанский просп., 65, корп. 2",54 м,Окская,349.0,0,1229.0,"европейская, русская, украинская",,True,False,"Ресторан, Банкетный зал, Кафе",1,55.719536,37.782027,236655.0
ВО! Хинкали,https://yandex.ru/maps/org/vo_khinkali/120743146172/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.2,119.0,"Москва, 6-я Парковая ул., 21",650 м,Первомайская,21.0,77,74.0,грузинская,,True,False,"Кафе, Ресторан",1,55.792463,37.790408,253199.0
Я по бабушке грузин,https://yandex.ru/maps/org/ya_po_babushke_gruzin/148780814551/,00:00–23:00,11:00–00:00,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,500-1500,4.4,1238.0,"Москва, 2-й Грайвороновский пр., 44, корп. 2",360 м,Стахановская,316.0,175,765.0,"грузинская, мясная, шашлык",20–23,True,False,"Ресторан, Караоке-клуб, Кафе",1,55.726487,37.747693,236655.0
Якитория,https://yandex.ru/maps/org/yakitoriya/1040397242/,10:00–05:00,10:00–05:00,10:00–05:00,10:00–05:00,10:00–05:00,10:00–05:00,10:00–05:00,1500,4.4,3529.0,"Москва, Щёлковское ш., 68",500 м,Щёлковская,198.0,252,1403.0,"европейская, паназиатская, японская, авторская, мясная, рыбная",,True,False,"Ресторан, Банкетный зал, Суши-бар",22,55.810101,37.807135,
ЗахотеЛОСЬ,https://yandex.ru/maps/org/zakhotelos/101366003080/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,1500,4.9,216.0,"Москва, Магнитогорская ул., 1","2,61 км",Новогиреево,35.0,91,122.0,,,True,False,"Кафе, Ресторан, Пиццерия",1,55.773429,37.82105,232269.0
1 Этаж,https://yandex.ru/maps/org/1_etazh/1011263209/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,500-1000,4.2,347.0,"Москва, ул. Костякова, 6/5",770 м,Дмитровская,84.0,0,178.0,"европейская, русская, домашняя",,True,False,"Кафе, Спортбар, Ресторан",1,55.81167,37.573115,
А.Ф. Кони,https://yandex.ru/maps/org/a_f_koni/1001556318/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,Выходной,Выходной,800-1200,4.6,1115.0,"Москва, Новая Басманная ул., 9",490 м,Красные Ворота,87.0,0,555.0,"европейская, русская",,True,False,"Ресторан, Кафе",1,55.769813,37.655652,
Абу Гош,https://yandex.ru/maps/org/abu_gosh/18492456436/,12:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,600-800,4.6,1650.0,"Москва, Трубная ул., 27, стр. 2",570 м,Цветной бульвар,90.0,24,935.0,"восточная, арабская, еврейская, вегетарианская, веганская",15–20,True,False,"Кафе, Ресторан",2,55.77197,37.624876,
Аджика чили,https://yandex.ru/maps/org/adzhika_chili/219453587880/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,400-400,4.2,249.0,"Москва, 1-я Останкинская ул., 55",610 м,ВДНХ,43.0,59,140.0,европейская,,True,False,"Быстрое питание, Ресторан",1,55.824258,37.634524,
Английский паб Бронзовый Лев,https://yandex.ru/maps/org/angliyskiy_pab_bronzovy_lev/73006407924/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,14:00–05:00,14:00–05:00,14:00–00:00,800-1000,4.8,3865.0,"Москва, Бакинская ул., 6",990 м,Кантемировская,1631.0,41,2195.0,"европейская, американская, итальянская, ирландская, немецкая, авторская, английская, домашняя, международная, морская, мясная, рыбная, смешанная, средиземноморская, национальная, шашлык",,True,False,"Ресторан, Бар",1,55.626345,37.65638,248153.0
Арарат,https://yandex.ru/maps/org/ararat/1079687245/,,,,,,,,900-1500,4.7,5280.0,"Москва, просп. Мира, 119, стр. 68","1,19 км",ВДНХ,328.0,89,2379.0,"европейская, кавказская, русская, армянская, грузинская",,True,True,"Ресторан, Банкетный зал, Доставка еды и обедов",4,55.830872,37.633733,
Арго,https://yandex.ru/maps/org/argo/228882745340/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,800-800,4.7,1868.0,"Москва, Ленинский просп., 25","1,11 км",Шаболовская,105.0,62,968.0,"грузинская, европейская, кавказская",,True,False,"Кафе, Ресторан",1,55.717295,37.595097,
Ароматная река,https://yandex.ru/maps/org/aromatnaya_reka/1124459209/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,470-1300,4.3,661.0,"Москва, наб. Академика Туполева, 15, корп. 2","1,23 км",Бауманская,191.0,36,310.0,"паназиатская, восточная, азиатская, вьетнамская",,True,False,"Ресторан, Караоке-клуб, Кафе",1,55.762166,37.681155,
АйДаБаран,https://yandex.ru/maps/org/aydabaran/68426977284/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,750-1500,4.7,8853.0,"Москва, просп. Андропова, 22",390 м,Коломенская,546.0,158,4752.0,грузинская,,True,False,"Ресторан, Кейтеринг, Кафе",1,55.68264,37.661787,
Айингер Коломенское,https://yandex.ru/maps/org/ayinger_kolomenskoye/1737406847/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,800,4.6,1760.0,"Москва, просп. Андропова, 48",880 м,Коломенская,232.0,61,862.0,"смешанная, нет специализации, шашлык",до 100,True,False,Ресторан,1,55.669356,37.660566,
Айва,https://yandex.ru/maps/org/ayva/188516604046/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,250,4.4,1493.0,"Москва, Садовая-Кудринская ул., 24/27",820 м,Баррикадная,161.0,0,699.0,восточная,,True,False,"Кафе, Столовая, Ресторан",2,55.762956,37.588117,
Б12,https://yandex.ru/maps/org/b12/1254790483/,Выходной,Выходной,Выходной,Выходной,15:00–06:00,15:00–06:00,15:00–00:00,1000-1200,3.9,435.0,"Москва, Бескудниковский бул., 12, стр. 1",750 м,Верхние Лихоборы,46.0,0,156.0,"европейская, американская, кавказская, фьюжн, русская, домашняя, смешанная",,True,False,"Ресторан, Кальян-бар, Бар",1,55.862348,37.563188,259917.0
Баклажан,https://yandex.ru/maps/org/baklazhan/1013833872/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,12:00–23:00,12:00–23:00,650-650,4.5,680.0,"Москва, Николоямская ул., 29, стр. 3",650 м,Таганская,98.0,0,329.0,"грузинская, европейская, кавказская",,True,False,"Кафе, Ресторан, Бар",1,55.747373,37.656146,
Балалаечная,https://yandex.ru/maps/org/balalayechnaya/1744885727/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,,4.8,1022.0,"Москва, ул. Арбат, 23, стр. 1",680 м,Арбатская,291.0,38,509.0,"европейская, русская",20–25,True,False,"Бар, Ресторан, Кафе",1,55.750423,37.595357,
Баловень,https://yandex.ru/maps/org/baloven/1218416297/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,Выходной,12:00–23:00,700-1500,4.4,462.0,"Москва, Валовая ул., 11/19",360 м,Павелецкая,116.0,61,263.0,"европейская, американская, итальянская, авторская",,True,False,"Кафе, Ресторан",1,55.730228,37.632368,
Бардак,https://yandex.ru/maps/org/bardak/226940443793/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,2500,4.5,1732.0,"Москва, Пятницкая ул., 9/28с1",251 м,Новокузнецкая,502.0,69,920.0,"европейская, русская, авторская, домашняя, морская, мясная, рыбная, постная, турецкая, восточная",,True,False,"Ресторан, Банкетный зал, Кафе",2,55.74449,37.627831,
Barmalini,https://yandex.ru/maps/org/barmalini/1233004086/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,500-1500,4.6,533.0,"Москва, Садовническая ул., 82, стр. 2",600 м,Павелецкая,65.0,125,240.0,"европейская, итальянская, смешанная",,True,False,"Ресторан, Пиццерия, Кафе",1,55.735616,37.642384,
Бедия,https://yandex.ru/maps/org/bediya/1228724931/,12:00–22:00,12:00–22:00,12:00–22:00,12:00–22:00,12:00–22:00,12:00–22:00,12:00–22:00,500-1000,5.0,1089.0,"Москва, Херсонская ул., 20, корп. 1",740 м,Зюзино,188.0,149,744.0,"грузинская, европейская, кавказская, русская",,True,False,"Кафе, Ресторан, Пекарня",1,55.652811,37.564374,272458.0
Beermood,https://yandex.ru/maps/org/beermood/1734107394/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,500-1500,4.7,1987.0,"Москва, Чистопрудный бул., 21",740 м,Чистые пруды,207.0,47,943.0,"европейская, итальянская",15–25,True,False,"Ресторан, Бар",1,55.760661,37.64639,
Белая ночь,https://yandex.ru/maps/org/belaya_noch/115358605349/,12:00–01:00,12:00–01:00,12:00–01:00,12:00–01:00,12:00–01:00,12:00–01:00,12:00–01:00,800-1500,4.2,664.0,"Москва, Кленовый бул., 12",780 м,Коломенская,125.0,99,240.0,"грузинская, европейская, казахская, кавказская, русская, восточная, авторская, азербайджанская, азиатская, домашняя, мясная, рыбная, смешанная, киргизская, национальная, шашлык, халяльная, восточно-европейская",10–12,True,False,"Ресторан, Банкетный зал, Быстрое питание",1,55.682295,37.67387,
Bigati Bar,https://yandex.ru/maps/org/bigati_bar/134654216652/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–03:00,12:00–03:00,13:00–23:00,,4.9,2034.0,"Москва, ул. Земляной Вал, 1/4с1",680 м,Курская,119.0,22,1110.0,"европейская, итальянская, авторская",,True,False,"Бар, Ресторан, Пиццерия",1,55.76363,37.657467,
