name,link,monWT,tueWT,wedWT,thuWT,friWT,satWT,sunWT,avgBill,rating,rateAmount,adress,distMetro,metro,photoAmount,menuPositions,reviewsAmount
Meat Dealers,https://yandex.ru/maps/org/meat_dealers/218628794601/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,11:00–23:00,2500,4.4,595,"Лесная ул., 20, стр. 3, Москва",450,Менделеевская,180,91,343
Мясо&Рыба,https://yandex.com/maps/org/meat_fish/1150043385/,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,2700,4.7,2226,"Пресненская наб., 2, Москва",1,Деловой центр,107,148,1191
Мясо&Рыба,https://yandex.com/maps/org/meat_fish/156286914225/,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,1500-2700,4.8,3237,"Автозаводская ул., 18, Москва",930,ЗИЛ,160,181,1773
Мясо&Рыба,https://yandex.com/maps/org/meat_fish/185630472879/,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,2700,4.9,4134,"Каширское ш., 61Г, Москва",1,Домодедовская,163,215,2398
Мясо&Рыба,https://yandex.com/maps/org/meat_fish/19395904090/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,2700-2700,4.9,7404,"Тверская ул., 23, стр. 1, Москва",330,Пушкинская,167,138,3392
Meat&More,https://yandex.ru/maps/org/meat_more/1219563397/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,1500-1500,4.5,344,"ул. Покровка, 40, стр. 2, Москва",950,Курская,54,0,117
Механика Китчен,https://yandex.com/maps/org/mechanics_kitchen/102520064484/,09:00–17:00,09:00–17:00,09:00–17:00,09:00–17:00,09:00–17:00,Выходной,Выходной,300-450,4.8,239,"Столярный пер., 3, корп. 5, Москва",540,Улица 1905 года,70,негры,128
Megobari,https://yandex.ru/maps/org/megobari/152456754668/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–06:00,12:00–06:00,12:00–00:00,1000-1500,4.7,3910,"ул. Маросейка, 15, Москва",300,Китай-город,600,111,1842
Megobari,https://yandex.com/maps/org/megobari/159878906447/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,12:00–00:00,12:00–00:00,1000-1500,5.0,2116,"ул. Сретенка, 27, стр. 1, Москва",116,Сухаревская,559,125,1102
Megobari,https://yandex.ru/maps/org/megobari/63928407878/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,1200-2000,4.8,1547,"просп. Андропова, 1, Москва",390,Технопарк,266,147,755
Мегрелия,https://yandex.ru/maps/org/megreliya/1335482123/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,11:00–23:00,1500-2500,4.5,2226,"ул. Большие Каменщики, 1, Москва",60,Таганская,295,111,1370
Megumi,https://yandex.com/maps/org/megumi/1134856965/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,14:00–23:00,14:00–23:00,10000-11000,4.7,215,"Новинский бул., 8, стр. 2, Москва",320,Смоленская,80,2,87
Мельница,https://yandex.com/maps/org/melnica/148759043097/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,,4.7,349,"ул. Чаплыгина, 7А, микрорайон Кучино, Балашиха",,,170,205,200
Мельница,https://yandex.com/maps/org/melnitsa/154236631566/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,,5.0,222,"Рождественская ул., 6, Люберцы",3,Некрасовка,189,205,177
Мельница,https://yandex.com/maps/org/melnitsa/222316115780/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,,4.7,242,"Юбилейный просп., 51, Реутов",1,Новокосино,215,205,180
Мельница,https://yandex.com/maps/org/melnitsa/39323827406/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,,4.9,348,"Южная ул., 3, микрорайон Кучино, Балашиха",,,169,205,189
Мельница,https://yandex.com/maps/org/melnitsa/73486263895/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,,4.9,726,"Балашиха, микрорайон Дзержинского, 30",5,Новокосино,179,205,366
Menza,https://yandex.ru/maps/org/menza/1033807211/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,700-1000,4.6,4330,"Русаковская ул., 22, Москва",360,Сокольники,809,155,3000
Meraki,https://yandex.ru/maps/org/meraki/95895247586/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–00:00,10:00–00:00,10:00–23:00,2500-5000,5.0,3475,"Новорязанская ул., 23, стр. 2, Москва",330,Комсомольская,514,144,1878
Меркалето,https://yandex.ru/maps/org/merkaleto/151808480296/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,1500-2500,4.3,1860,"Старая Басманная ул., 15СБ/Н, Москва",790,Красные Ворота,151,29,964
Меркалето,https://yandex.ru/maps/org/merkaleto/38768110343/,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,1000-1200,4.3,1986,"ул. Тюрина, 1, Москва",320,Царицыно,212,9,1103
Меркалето,https://yandex.ru/maps/org/merkaleto/9616903242/,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,1000-1300,4.5,1260,"просп. Андропова, 58А, стр. 1, Москва",520,Каширская,140,13,672
Mesopotamia,https://yandex.ru/maps/org/mesopotamia/9982316098/,10:00–03:00,10:00–03:00,10:00–03:00,10:00–03:00,10:00–05:00,10:00–05:00,10:00–03:00,1500-2000,4.4,1863,"ул. Арбат, 4, стр. 1, Москва",440,Арбатская,185,0,1291
Место Притяжения,https://yandex.ru/maps/org/mesto_prityazheniya/22702876401/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–06:00,11:00–06:00,11:00–23:00,1500-1700,4.8,1835,"Никольская ул., 11-13с3, Москва",110,Площадь Революции,77,49,1394
Method,https://yandex.ru/maps/org/method/45467588506/,14:00–00:00,14:00–00:00,14:00–00:00,14:00–00:00,14:00–02:00,14:00–02:00,14:00–00:00,,4.9,1977,"Товарищеский пер., 4, стр. 5, Москва",271,Марксистская,319,0,834
Метрополь,https://yandex.com/maps/org/metropol/1152108873/,07:00–11:00,07:00–11:00,07:00–11:00,07:00–11:00,07:00–11:00,07:00–11:00,07:00–11:00,5200,4.9,1753,"Театральный пр., 2, Москва",220,Площадь Революции,215,110,500
Метрополь Холл,https://yandex.com/maps/org/metropol_hall/137779590454/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–01:00,12:00–01:00,4200-8500,5.0,1491,"Каширское шоссе, 27-й километр, 20/1с1, Видное",,,269,15,427
Мейхана,https://yandex.com/maps/org/meyhana/138902402887/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-2000,4.9,92,"ул. Маршала Чуйкова, 3, Москва",125,Кузьминки,155,94,83
Между булок,https://yandex.ru/maps/org/mezhdu_bulok/228305502064/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,210-330,4.3,967,"Рязанский просп., 75Б, стр. 2, Москва",45,Рязанский проспект,141,67,570
Ми Ли,https://yandex.ru/maps/org/mi_li/40278419136/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,1000-2500,4.6,1755,"просп. Мира, 12, стр. 1, Москва",212,Сухаревская,391,59,929
Michel,https://yandex.ru/maps/org/michel/1275798933/,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,09:00–00:00,10:00–00:00,10:00–23:00,1500-1500,4.7,3547,"ул. Красная Пресня, 13, Москва",410,Краснопресненская,222,0,1636
Мичелада,https://yandex.ru/maps/org/michelada/37098848122/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,,4.9,4062,"ул. Маросейка, 4/2с3, Москва",175,Китай-город,1092,33,2514
Мидийное место,https://yandex.com/maps/org/midiynoe_mesto/123685264322/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,800-1000,4.5,797,"просп. Мира, 211, корп. 2, Москва",940,Ростокино,168,44,586
Мидийное место,https://yandex.ru/maps/org/midiynoye_mesto/131179358533/,10:00–21:30,10:00–21:30,10:00–21:30,10:00–21:30,10:00–21:30,10:00–21:30,10:00–21:30,1000-1500,4.9,487,"Щёлковское ш., 75, Москва",43,Щёлковская,136,0,348
Milana Pizza,https://yandex.com/maps/org/milana_pizza/19729411128/,10:00–22:45,10:00–22:45,10:00–22:45,10:00–22:45,10:00–22:45,10:00–22:45,10:00–22:45,1000-1500,5.0,686,"Косинское ш., 6, Балашиха",,,117,124,503
Миллер,https://yandex.com/maps/org/miller/81216784283/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–01:00,12:00–01:00,12:00–23:00,1500-2300,5.0,1206,"Советская ул., 6, Жуковский",,,262,53,601
MiMi,https://yandex.com/maps/org/mimi/105441122980/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-1800,4.7,4326,"2-я Владимирская ул., 1/66, Москва",1,Перово,552,149,2526
MiMi,https://yandex.ru/maps/org/mimi/110948331824/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-1800,4.8,1051,"Большая Пироговская ул., 37-43кА, Москва",820,Спортивная,277,142,678
MiMi,https://yandex.com/maps/org/mimi/136220521950/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-1800,5.0,748,"пр. Невельского, 3, корп. 1, Москва",1,Авиамоторная,192,141,489
MiMi,https://yandex.ru/maps/org/mimi/206395034322/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-1800,4.5,1966,"Лермонтовский просп., 10, корп. 1, Москва",38,Лермонтовский проспект,239,146,1013
MiMi,https://yandex.ru/maps/org/mimi/24730107135/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-1800,5.0,1976,"Первомайская ул., 106А, Москва",900,Первомайская,578,147,1345
MiMi,https://yandex.ru/maps/org/mimi/50550829359/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-1800,4.8,2359,"Первомайская ул., 33, Москва",680,Измайловская,506,146,1539
Мимино,https://yandex.ru/maps/org/mimino/1188078718/,11:30–23:30,11:30–23:30,11:30–23:30,11:30–23:30,11:30–23:30,11:30–23:30,11:30–23:30,800-1200,4.4,1238,"просп. Мира, 75, стр. 1, Москва",202,Рижская,148,91,604
Мимино,https://yandex.ru/maps/org/mimino/1260889738/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,1000-3000,4.4,876,"Лесная ул., 1/2, Москва",134,Белорусская,139,116,437
Мимино,https://yandex.com/maps/org/mimino/1394260832/,11:30–23:30,11:30–23:30,11:30–23:30,11:30–23:30,11:30–23:30,11:30–23:30,11:30–23:30,2000-2500,4.4,2834,"Новослободская ул., 36/1с1, Москва",330,Менделеевская,224,65,1421
Мимино,https://yandex.com/maps/org/mimino/226875428107/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,11:00–00:00,500-1000,4.3,647,"ул. Ленина, 3, стр. 1, п. г. т. Октябрьский",,,209,67,259
Миндаль и кофе,https://yandex.ru/maps/org/mindal_i_kofe/217797538236/,08:00–21:00,08:00–21:00,08:00–21:00,08:00–21:00,08:00–21:00,09:00–21:00,09:00–21:00,,4.8,791,"Первомайская ул., 52, Москва",540,Первомайская,231,61,474
Мятный Енот,https://yandex.com/maps/org/mint_raccoon/144601553303/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–05:00,12:00–05:00,12:00–00:00,,5.0,435,"ул. Большая Полянка, 39, стр. 3, Москва",360,Полянка,302,126,260
Мир шашлыков,https://yandex.ru/maps/org/mir_shashlykov/156581736114/,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,150-550,4.3,109,"Керамическая ул., 1, корп. 1, Балашиха",,,59,16,57
Miragrill,https://yandex.com/maps/org/mira_grill/133134107506/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,1000-2000,4.7,1629,"просп. Мира, 124, корп. 4, Москва",420,ВДНХ,108,69,856
Мирадж,https://yandex.com/maps/org/miradzh/230765680364/,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,11:00–21:00,11:00–21:00,1000-2500,4.9,2367,"просп. Будённого, 33, Москва",1,Соколиная Гора,298,76,1561
Мираж,https://yandex.ru/maps/org/mirazh/1094059452/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,12:00–00:00,12:00–00:00,12:00–00:00,700-1500,4.3,2493,"ул. Шкулёва, 2А, Москва",460,Волжская,66,негры,852
Misada,https://yandex.ru/maps/org/misada/187466437036/,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,300-500,4.3,629,"Новодмитровская ул., 1, стр. 10, Москва",300,Дмитровская,95,21,376
Misha Fisher In Asia,https://yandex.com/maps/org/misha_fisher_in_asia/120056242043/,12:00–22:00,12:00–22:00,12:00–22:00,12:00–22:00,12:00–22:00,Выходной,Выходной,,4.8,121,"Пресненская наб., 8, стр. 1, Москва",150,Деловой центр,108,19,76
Misha Fisher in Jaffa,https://yandex.com/maps/org/misha_fisher_in_jaffa/61770088468/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–19:00,10:00–18:00,10:00–22:00,900-2500,4.6,451,"Пресненская наб., 2, Москва",1,Деловой центр,176,107,248
Mishka Balalaika,https://yandex.com/maps/org/mishka_balalaika/144822449092/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,1500-2500,4.7,2945,"Таганская ул., 38, стр. 1, Москва",710,Марксистская,520,118,1528
Mission,https://yandex.ru/maps/org/mission/144162739050/,13:00–00:00,13:00–00:00,13:00–00:00,13:00–00:00,13:00–00:00,13:00–00:00,13:00–00:00,,4.9,1919,"Спартаковская ул., 3, стр. 3, Москва",610,Бауманская,266,26,876
Мит КРЮ,https://yandex.ru/maps/org/mit_kryu/110698623883/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,600-1500,4.8,60,"Суворовская ул., 19, стр. 2, Москва",850,Преображенская площадь,92,58,52
Мит КРЮ,https://yandex.ru/maps/org/mit_kryu/74605855487/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–01:00,12:00–01:00,12:00–00:00,800-1200,5.0,2081,"Новодмитровская ул., 1, стр. 9, Москва",320,Дмитровская,505,70,1789
Митинг - Бургерная,https://yandex.ru/maps/org/miting_burgernaya/162961951967/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,11:00–23:00,450-750,4.4,358,"Нижний Сусальный пер., 5, стр. 2, Москва",73,Курская,163,37,207
Mitzva Bar,https://yandex.com/maps/org/mitzva_bar/1310725286/,18:00–03:00,18:00–03:00,18:00–03:00,18:00–03:00,18:00–05:00,18:00–05:00,18:00–03:00,,4.9,5417,"Пятницкая ул., 3/4с1, Москва",410,Новокузнецкая,205,22,2276
Мизандари,https://yandex.com/maps/org/mizandari/188172741302/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,1800-2500,5.0,1399,"Носовихинское ш., 14А, Реутов",390,Новокосино,175,110,774
Много лосося,https://yandex.com/maps/org/mnogo_lososya/26338528534/,11:00–22:30,11:00–22:30,11:00–22:30,11:00–22:30,11:00–22:30,11:00–22:30,11:00–22:30,,4.7,3458,"ул. Красина, 9, стр. 1, Москва",810,Маяковская,499,34,2671
Moc Quan- Bubble Tea and Coffe,https://yandex.com/maps/org/moc_quan_bubble_tea_and_coffe/2928920086/,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,,4.3,27,"1-я Квесисская ул., 18, Москва",430,Савёловская,9,59,14
Моди,https://yandex.ru/maps/org/modi/117002805060/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-2000,4.5,1125,"Трубниковский пер., 11, Москва",730,Смоленская,177,0,628
Моди,https://yandex.ru/maps/org/modi/84629647245/,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,550,4.9,432,"Юбилейный просп., 51, Реутов",1,Новокосино,227,6,299
Модники,https://yandex.com/maps/org/modniki/41894691412/,Выходной,Выходной,18:00–00:00,18:00–02:00,18:00–05:00,18:00–05:00,Выходной,,4.8,442,"ул. Маросейка, 9/2с1, Москва",224,Китай-город,81,33,289
Modus Restaurant,https://yandex.ru/maps/org/modus_restaurant/1110469127/,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–02:00,10:00–02:00,10:00–00:00,1000-1500,4.8,6456,"1-й пер. Тружеников, 6, Москва",830,Киевская,537,126,2417
Casa Maria,https://yandex.com/maps/org/moldovan_cuisine_restaurant_casa_maria/60013622918/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–02:00,12:00–02:00,12:00–01:00,1500-2500,5.0,2433,"посёлок Совхоза имени Ленина, 6А",3,Домодедовская,453,98,1039
Molletta,https://yandex.ru/maps/org/molletta/61898964714/,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,2000-3000,4.3,317,"ул. Щепкина, 32, стр. 1, Москва",440,Проспект Мира,80,негры,140
Молли Гвиннз,https://yandex.ru/maps/org/molli_gvinnz/1091475239/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,,4.7,3329,"Пятницкая ул., 24, Москва",165,Новокузнецкая,153,47,1416
Молли Гвиннз,https://yandex.ru/maps/org/molli_gvinnz/1133454025/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–00:00,12:00–00:00,,4.7,1705,"ул. Коровий Вал, 11, стр. 1, Москва",410,Добрынинская,118,50,702
Mollie's,https://yandex.com/maps/org/mollie_moscow/1195201760/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–05:00,12:00–05:00,12:00–00:00,,4.9,4427,"Мясницкая ул., 13, стр. 3, Москва",360,Тургеневская,268,0,1903
Mollusca,https://yandex.ru/maps/org/mollusca/156735905302/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–01:00,12:00–01:00,12:00–00:00,2500-3000,4.9,2564,"Большой Козихинский пер., 19/6, Москва",690,Пушкинская,258,98,1121
Молли Гвиннз,https://yandex.com/maps/org/molly_gwynn/1133454025/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–00:00,12:00–00:00,,4.7,1705,"ул. Коровий Вал, 11, стр. 1, Москва",410,Добрынинская,118,50,702
Моллюска,https://yandex.ru/maps/org/mollyuska/202627423041/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–01:00,12:00–01:00,12:00–00:00,2500-3000,5.0,2834,"ул. Большая Дмитровка, 12/1с1, Москва",370,Охотный Ряд,504,131,1297
Молоко,https://yandex.ru/maps/org/moloko/1153949694/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,1300-1500,4.9,5753,"ул. Большая Дмитровка, 7/5с6, Москва",340,Охотный Ряд,641,53,2398
Molon Lave,https://yandex.ru/maps/org/molon_lave/1772640192/,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,3000-3500,4.8,5374,"Большая Грузинская ул., 39, Москва",770,Белорусская,581,85,2430
Moments,https://yandex.ru/maps/org/moments/1148302232/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,1000-1500,4.9,2152,"Татарская ул., 7, стр. 1, Москва",350,Павелецкая,305,негры,1071
Mon Bon,https://yandex.ru/maps/org/mon_bon/34452789295/,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,,4.9,192,"Мироновская ул., 33, стр. 19, Москва",1,Семёновская,73,32,94
Mon Viet,https://yandex.com/maps/org/mon_viet/202124770616/,10:00–20:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,10:00–20:00,10:00–20:00,,4.5,70,"Тверская ул., 9, Москва",350,Охотный Ряд,46,45,47
Монастырский дворик,https://yandex.com/maps/org/monastyrskij_dvorik/103726818644/,09:00–19:00,09:00–19:00,09:00–19:00,09:00–19:00,09:00–19:00,09:00–19:00,09:00–19:00,,5.0,997,"ул. Преображенский Вал, 25, корп. 4, Москва",510,Преображенская площадь,339,314,568
Monterosso,https://yandex.com/maps/org/monterosso/184376331077/,18:00–06:00,18:00–06:00,18:00–06:00,18:00–06:00,18:00–06:00,18:00–06:00,18:00–06:00,,4.8,994,"Таганская площадь, 10, Москва",102,Таганская,133,9,598
Moró,https://yandex.ru/maps/org/mor_/13342188206/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,2200-2200,4.9,1162,"ул. Большая Дмитровка, 5/6с3, Москва",330,Охотный Ряд,736,26,690
Море на Патриках,https://yandex.ru/maps/org/more_na_patrikakh/113785858406/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,1700-3500,4.8,799,"Малый Козихинский пер., 10, стр. 1, Москва",610,Пушкинская,99,105,386
Море Рыбы,https://yandex.ru/maps/org/more_ryby/79310019304/,,,,,,,,,2.5,7,"Вольная ул., 30, стр. 1, Москва",1,Соколиная Гора,,негры,
Море Суша,https://yandex.ru/maps/org/more_susha/71736919798/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,11:00–23:00,1000-1500,5.0,555,"1-я Владимирская ул., 9, Москва",1,Перово,298,139,350
Моремания,https://yandex.ru/maps/org/moremaniya/104736703781/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,500-1500,4.8,4684,"ул. Ленинская Слобода, 26, стр. 2, Москва",380,Автозаводская,566,0,2269
Моремания,https://yandex.ru/maps/org/moremaniya/137748400541/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,1000-1500,4.7,4433,"Мичуринский просп., 22, корп. 1, Москва",400,Раменки,385,482,2077
Моремания,https://yandex.ru/maps/org/moremaniya/186248327228/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,500-1500,4.8,4397,"Электродная ул., 2, стр. 32, Москва",360,Шоссе Энтузиастов,484,0,2163
Моремания,https://yandex.ru/maps/org/moremaniya/189006609560/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,500-1500,4.8,5598,"Братиславская ул., 28, Москва",1,Братиславская,743,0,2782
Моремания,https://yandex.ru/maps/org/moremaniya/224802904981/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,500-2000,4.7,8164,"Страстной бул., 8А, Москва",160,Пушкинская,1014,0,3807
Моремания,https://yandex.ru/maps/org/moremaniya/80593150828/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.3,767,"МКАД, 2-й километр, 2, Реутов",2,Новогиреево,206,532,543
Mornis,https://yandex.ru/maps/org/mornis/13142329570/,08:00–21:00,08:00–21:00,08:00–21:00,08:00–21:00,08:00–21:00,09:00–21:00,09:00–21:00,,4.9,116,"Реутовская ул., 12, Балашиха",,,109,109,80
Москва Дели,https://yandex.com/maps/org/moscow_delhi/1331690599/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,2000-3500,4.7,1506,"Ермолаевский пер., 7, Москва",770,Маяковская,610,4,810
МосДонер,https://yandex.ru/maps/org/mosdoner/4324263276/,10:00–02:00,10:00–02:00,10:00–02:00,10:00–02:00,10:00–02:00,10:00–02:00,10:00–02:00,300-350,4.4,2544,"Новослободская ул., 46, Москва",510,Менделеевская,173,0,1213
Московский Дворик,https://yandex.ru/maps/org/moskovskiy_dvorik/1823252934/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,800-1500,4.4,502,"ул. Ибрагимова, 20, Москва",1,Семёновская,73,48,236
Московский,https://yandex.com/maps/org/moskovsky/1396549378/,17:00–02:00,17:00–02:00,17:00–02:00,17:00–02:00,17:00–02:00,17:00–02:00,17:00–02:00,2500-5000,4.6,188,"ул. Охотный Ряд, 2, Москва",35,Охотный Ряд,36,15,63
Москва,https://yandex.ru/maps/org/moskva/1181555016/,07:00–11:00,07:00–11:00,07:00–11:00,07:00–11:00,07:00–11:00,07:00–11:00,07:00–11:00,1000-1500,4.3,69,"Русаковская ул., 24, Москва",182,Сокольники,35,40,24
Москва,https://yandex.com/maps/org/moskva/1358562851/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,11:00–00:00,11:00–00:00,4000-4000,4.6,196,"ул. Охотный Ряд, 2, Москва",35,Охотный Ряд,130,32,75
Москва Дели,https://yandex.ru/maps/org/moskva_deli/1331690599/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,2000-3500,4.7,1506,"Ермолаевский пер., 7, Москва",770,Маяковская,610,4,810
Москвичи,https://yandex.ru/maps/org/moskvichi/222953319674/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–02:00,11:00–02:00,11:00–00:00,,4.6,1584,"ул. Старый Гай, 7, Москва",2,Новогиреево,255,9,802
Мособед,https://yandex.com/maps/org/mosobed/213143841386/,12:00–18:00,12:00–18:00,12:00–18:00,12:00–18:00,12:00–18:00,Выходной,Выходной,200-500,4.8,538,"Авиамоторная ул., 44, стр. 2, Москва",1,Авиамоторная,44,негры,261
